Phage_ID,Host,Lifestyle,Phage_source,Protein_source,Start,Stop,Protein_ID,Product
IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,1804.0,3096.0,IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898_5,hypothetical protein
IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,4974.0,6170.0,IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898_9,hypothetical protein
IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6700.0,6951.0,IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898_11,hypothetical protein
IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7073.0,7507.0,IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898_13,hypothetical protein
IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9329.0,9544.0,IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898_17,hypothetical protein
IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,10065.0,10358.0,IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898_19,hypothetical protein
IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,10440.0,11138.0,IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898_20,hypothetical protein
IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,12042.0,12776.0,IMGVR_UViG_2571042625_000002|2571042625|2571133551|2094885-2110898_22,hypothetical protein
IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542,Pseudomonas A stutzeri A,temperate,IMG_VR,prodigal,130.0,783.0,IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542_1,hypothetical protein
IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542,Pseudomonas A stutzeri A,temperate,IMG_VR,prodigal,2508.0,3785.0,IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542_5,hypothetical protein
IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542,Pseudomonas A stutzeri A,temperate,IMG_VR,prodigal,5456.0,6826.0,IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542_8,hypothetical protein
IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542,Pseudomonas A stutzeri A,temperate,IMG_VR,prodigal,7202.0,7417.0,IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542_11,hypothetical protein
IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542,Pseudomonas A stutzeri A,temperate,IMG_VR,prodigal,7414.0,7593.0,IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542_12,hypothetical protein
IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542,Pseudomonas A stutzeri A,temperate,IMG_VR,prodigal,7609.0,7968.0,IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542_13,hypothetical protein
IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542,Pseudomonas A stutzeri A,temperate,IMG_VR,prodigal,8238.0,9032.0,IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542_14,hypothetical protein
IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542,Pseudomonas A stutzeri A,temperate,IMG_VR,prodigal,9029.0,9202.0,IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542_15,hypothetical protein
IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542,Pseudomonas A stutzeri A,temperate,IMG_VR,prodigal,9345.0,9560.0,IMGVR_UViG_2574179801_000001|2574179801|2574188389|3353983-3363542_17,hypothetical protein
IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,995.0,2287.0,IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679_2,hypothetical protein
IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,4170.0,5306.0,IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679_6,hypothetical protein
IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5648.0,5899.0,IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679_8,hypothetical protein
IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6020.0,6454.0,IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679_10,hypothetical protein
IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8277.0,8492.0,IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679_14,hypothetical protein
IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8611.0,8877.0,IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679_15,hypothetical protein
IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9532.0,9975.0,IMGVR_UViG_2579778632_000001|2579778632|2579793723|1255705-1265679_16,hypothetical protein
IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,3.0,437.0,IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882_1,hypothetical protein
IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,1488.0,2780.0,IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882_3,hypothetical protein
IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,4649.0,5911.0,IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882_7,hypothetical protein
IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6308.0,6559.0,IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882_9,hypothetical protein
IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6681.0,7115.0,IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882_11,hypothetical protein
IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8782.0,9054.0,IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882_16,hypothetical protein
IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9501.0,9836.0,IMGVR_UViG_2579778688_000001|2579778688|2579801089|404047-413882_17,hypothetical protein
IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,2040.0,3332.0,IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555_3,hypothetical protein
IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5201.0,6385.0,IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555_7,hypothetical protein
IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6915.0,7166.0,IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555_9,hypothetical protein
IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7288.0,7722.0,IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555_11,hypothetical protein
IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8704.0,8976.0,IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555_15,hypothetical protein
IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9086.0,9352.0,IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555_16,hypothetical protein
IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9408.0,9743.0,IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555_17,hypothetical protein
IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9762.0,9887.0,IMGVR_UViG_2579778739_000002|2579778739|2579808731|52669-62555_18,hypothetical protein
IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,748.0,1560.0,IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067_2,hypothetical protein
IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,2677.0,3969.0,IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067_4,hypothetical protein
IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5847.0,7175.0,IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067_8,hypothetical protein
IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7590.0,7841.0,IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067_10,hypothetical protein
IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7963.0,8397.0,IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067_12,hypothetical protein
IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9571.0,9786.0,IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067_15,hypothetical protein
IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9899.0,10171.0,IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067_16,hypothetical protein
IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,10197.0,10925.0,IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067_17,hypothetical protein
IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,10998.0,11933.0,IMGVR_UViG_2579778756_000002|2579778756|2579810973|874169-889067_18,hypothetical protein
IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,983.0,2275.0,IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710_2,hypothetical protein
IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,4158.0,5309.0,IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710_6,hypothetical protein
IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5651.0,5902.0,IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710_8,hypothetical protein
IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6023.0,6457.0,IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710_10,hypothetical protein
IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7629.0,7883.0,IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710_13,hypothetical protein
IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7957.0,8229.0,IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710_14,hypothetical protein
IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8284.0,8976.0,IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710_15,hypothetical protein
IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9296.0,10810.0,IMGVR_UViG_2579778843_000001|2579778843|2579824239|515901-526710_16,hypothetical protein
IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,998.0,2209.0,IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991_2,hypothetical protein
IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,4168.0,5496.0,IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991_6,hypothetical protein
IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5911.0,6162.0,IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991_8,hypothetical protein
IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6284.0,6718.0,IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991_10,hypothetical protein
IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7759.0,8031.0,IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991_14,hypothetical protein
IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8478.0,8816.0,IMGVR_UViG_2579778853_000001|2579778853|2579825215|403101-412991_15,hypothetical protein
IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,1946.0,3238.0,IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340_3,hypothetical protein
IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5106.0,6410.0,IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340_7,hypothetical protein
IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6807.0,7058.0,IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340_9,hypothetical protein
IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7180.0,7614.0,IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340_11,hypothetical protein
IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8639.0,8848.0,IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340_15,hypothetical protein
IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9323.0,10351.0,IMGVR_UViG_2579778868_000002|2579778868|2579826943|365990-376340_16,hypothetical protein
IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,983.0,2275.0,IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990_2,hypothetical protein
IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,4158.0,5309.0,IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990_6,hypothetical protein
IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5651.0,5902.0,IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990_8,hypothetical protein
IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6023.0,6457.0,IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990_10,hypothetical protein
IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7629.0,7883.0,IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990_13,hypothetical protein
IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7957.0,8229.0,IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990_14,hypothetical protein
IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8284.0,8976.0,IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990_15,hypothetical protein
IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9296.0,10810.0,IMGVR_UViG_2582580883_000001|2582580883|2582655148|552181-562990_16,hypothetical protein
IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,618.0,1910.0,IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352_2,hypothetical protein
IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,3779.0,4972.0,IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352_6,hypothetical protein
IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5502.0,5753.0,IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352_8,hypothetical protein
IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5875.0,6309.0,IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352_10,hypothetical protein
IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7327.0,7599.0,IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352_14,hypothetical protein
IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8046.0,8381.0,IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352_15,hypothetical protein
IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,11822.0,12235.0,IMGVR_UViG_2582580900_000002|2582580900|2582659490|54118-66352_18,hypothetical protein
IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,983.0,2275.0,IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386_2,hypothetical protein
IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,4157.0,5308.0,IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386_7,hypothetical protein
IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5650.0,5901.0,IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386_9,hypothetical protein
IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6022.0,6456.0,IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386_11,hypothetical protein
IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7628.0,7882.0,IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386_14,hypothetical protein
IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7956.0,8228.0,IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386_15,hypothetical protein
IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8283.0,8975.0,IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386_16,hypothetical protein
IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9295.0,10809.0,IMGVR_UViG_2597490142_000002|2597490142|2597521987|1445578-1456386_17,hypothetical protein
IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,3876.0,4373.0,IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170_3,hypothetical protein
IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,4435.0,5127.0,IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170_4,hypothetical protein
IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5582.0,5797.0,IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170_5,hypothetical protein
IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,7619.0,8059.0,IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170_9,hypothetical protein
IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8174.0,8425.0,IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170_11,hypothetical protein
IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,8822.0,10111.0,IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170_13,hypothetical protein
IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,11980.0,13272.0,IMGVR_UViG_2617271286_000001|2617271286|2617361841|1554695-1569170_17,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,92.0,262.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_1,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,546.0,1115.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_2,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,1117.0,1899.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_3,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,2013.0,2330.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_4,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,2395.0,2667.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_5,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,2787.0,3059.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_6,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,3270.0,3884.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_8,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,3881.0,4192.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_9,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,4441.0,4812.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_10,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,4828.0,5007.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_11,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,5017.0,5265.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_12,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,5678.0,7348.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_14,hypothetical protein
IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020,Pseudomonas E guguanensis,temperate,IMG_VR,prodigal,9139.0,10422.0,IMGVR_UViG_2663762796_000001|2663762796|2663778049|31718-44020_17,hypothetical protein
IMGVR_UViG_2663762977_000001|2663762977|2663801992|5937-17843,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,4158.0,4367.0,IMGVR_UViG_2663762977_000001|2663762977|2663801992|5937-17843_6,hypothetical protein
IMGVR_UViG_2663762977_000001|2663762977|2663801992|5937-17843,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5415.0,5849.0,IMGVR_UViG_2663762977_000001|2663762977|2663801992|5937-17843_10,hypothetical protein
IMGVR_UViG_2663762977_000001|2663762977|2663801992|5937-17843,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,5970.0,6221.0,IMGVR_UViG_2663762977_000001|2663762977|2663801992|5937-17843_12,hypothetical protein
IMGVR_UViG_2663762977_000001|2663762977|2663801992|5937-17843,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,6563.0,7717.0,IMGVR_UViG_2663762977_000001|2663762977|2663801992|5937-17843_14,hypothetical protein
IMGVR_UViG_2663762977_000001|2663762977|2663801992|5937-17843,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,9599.0,10891.0,IMGVR_UViG_2663762977_000001|2663762977|2663801992|5937-17843_18,hypothetical protein
