Phage_ID,Host,Lifestyle,Phage_source,Protein_source,Protein_ID,Product,Length
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_9,unknown,51.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_10,unknown,63.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_13,unknown,87.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_14,unknown,90.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_15,unknown,142.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_17,unknown,257.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_21,unknown,184.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_24,unknown,74.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_26,unknown,108.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_27,unknown,59.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_32,unknown,66.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_33,unknown,101.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_36,unknown,123.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_37,unknown,59.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_38,unknown,74.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_39,unknown,127.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_40,unknown,108.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_41,unknown,60.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_42,unknown,50.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_43,unknown,193.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_44,unknown,68.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_45,unknown,68.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_47,unknown,63.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_48,unknown,58.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_49,unknown,85.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_50,unknown,292.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_51,unknown,62.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_52,unknown,354.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_53,unknown,104.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_55,unknown,124.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_56,unknown,122.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_57,unknown,162.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_58,unknown,297.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_59,unknown,65.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_61,unknown,88.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_62,unknown,184.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_63,unknown,176.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_64,unknown,116.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_65,unknown,89.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_66,unknown,53.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_67,unknown,53.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_68,unknown,59.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_69,unknown,112.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_70,Domain of unknown function (DUF932),345.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_71,unknown,114.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_72,unknown,190.0
biochar_460,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_460_73,unknown,119.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_1,unknown,205.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_2,unknown,196.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_3,unknown,202.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_4,unknown,121.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_5,unknown,76.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_6,unknown,73.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_7,unknown,146.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_8,unknown,165.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_9,unknown,85.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_10,unknown,75.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_11,unknown,120.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_12,unknown,57.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_13,unknown,131.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_14,unknown,60.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_15,unknown,124.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_16,unknown,66.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_17,unknown,110.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_18,unknown,113.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_19,unknown,74.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_20,unknown,135.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_21,unknown,90.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_22,unknown,80.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_23,unknown,120.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_25,unknown,99.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_27,unknown,105.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_28,unknown,134.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_30,unknown,109.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_32,unknown,172.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_35,unknown,108.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_36,unknown,73.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_37,unknown,64.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_41,unknown,82.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_44,unknown,110.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_46,unknown,157.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_47,Protein of unknown function (DUF2793),90.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_50,unknown,138.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_51,unknown,413.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_53,unknown,219.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_55,Family of unknown function (DUF5309),443.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_56,unknown,316.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_57,unknown,125.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_60,unknown,71.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_61,unknown,131.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_62,unknown,86.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_63,unknown,105.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_65,unknown,57.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_66,unknown,210.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_67,unknown,220.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_68,unknown,191.0
biochar_469,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_469_69,unknown,139.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_1,unknown,166.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_2,unknown,78.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_5,unknown,70.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_6,unknown,84.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_7,unknown,65.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_8,unknown,286.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_9,unknown,101.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_10,unknown,63.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_11,unknown,377.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_12,unknown,94.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_14,unknown,88.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_15,unknown,63.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_16,unknown,109.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_17,unknown,106.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_18,unknown,167.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_19,unknown,307.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_21,unknown,50.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_22,unknown,175.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_23,unknown,205.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_24,unknown,119.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_25,unknown,97.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_26,unknown,134.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_27,unknown,66.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_28,Domain of unknown function (DUF932),357.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_29,unknown,93.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_30,unknown,105.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_31,unknown,84.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_32,unknown,46.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_33,unknown,84.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_34,unknown,371.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_35,unknown,35.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_36,unknown,136.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_37,unknown,59.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_38,unknown,140.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_39,unknown,140.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_40,unknown,132.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_41,unknown,117.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_44,unknown,92.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_45,unknown,140.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_47,unknown,271.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_51,unknown,197.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_54,unknown,63.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_56,unknown,109.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_57,unknown,57.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_58,unknown,80.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_63,unknown,111.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_64,unknown,117.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_67,unknown,125.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_68,unknown,122.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_69,unknown,53.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_70,Protein of unknown function (DUF2829),76.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_71,unknown,88.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_72,unknown,102.0
biochar_471,Pseudomonas syringae,virulent,STV,prodigal,biochar_471_73,unknown,98.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_1,unknown,37.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_2,unknown,118.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_3,unknown,80.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_4,unknown,107.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_5,unknown,137.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_6,unknown,97.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_7,unknown,56.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_8,unknown,79.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_9,unknown,91.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_10,unknown,185.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_11,unknown,79.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_14,unknown,57.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_15,unknown,105.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_16,unknown,113.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_17,unknown,47.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_18,unknown,42.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_19,unknown,72.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_20,unknown,59.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_21,unknown,254.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_23,unknown,113.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_24,unknown,108.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_25,unknown,209.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_27,unknown,358.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_28,unknown,505.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_31,unknown,80.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_33,unknown,97.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_35,unknown,250.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_36,unknown,138.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_37,unknown,151.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_42,unknown,108.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_43,unknown,187.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_44,unknown,287.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_45,unknown,530.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_51,unknown,105.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_52,unknown,136.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_53,unknown,49.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_55,unknown,76.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_57,Domain of unknown function (DUF4406),119.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_58,unknown,130.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_59,unknown,74.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_60,unknown,80.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_62,unknown,88.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_63,unknown,155.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_64,unknown,75.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_65,unknown,81.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_66,unknown,138.0
biochar_472,Pseudomonas syringae,virulent,STV,prodigal,biochar_472_67,unknown,140.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_1,unknown,60.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_2,unknown,46.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_3,unknown,67.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_4,unknown,160.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_5,unknown,82.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_6,unknown,80.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_7,unknown,58.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_8,unknown,78.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_9,unknown,65.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_10,unknown,63.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_11,unknown,69.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_12,unknown,246.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_13,unknown,55.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_14,unknown,117.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_15,unknown,184.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_16,unknown,132.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_17,unknown,68.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_18,unknown,76.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_19,unknown,78.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_20,unknown,77.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_22,unknown,77.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_23,unknown,59.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_25,unknown,124.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_27,unknown,51.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_28,unknown,80.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_29,unknown,68.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_30,unknown,142.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_31,unknown,90.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_32,unknown,173.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_33,unknown,63.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_34,unknown,73.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_36,unknown,85.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_38,unknown,106.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_40,unknown,95.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_43,unknown,81.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_45,unknown,359.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_46,unknown,298.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_47,unknown,144.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_49,unknown,80.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_51,unknown,354.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_52,unknown,526.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_54,unknown,68.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_55,unknown,80.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_57,unknown,160.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_58,unknown,130.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_59,unknown,407.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_61,unknown,100.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_62,unknown,92.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_63,unknown,130.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_65,unknown,280.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_66,unknown,259.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_67,unknown,231.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_68,unknown,249.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_69,unknown,52.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_70,unknown,148.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_71,unknown,164.0
biochar_474,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_474_72,unknown,71.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_1,unknown,224.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_2,unknown,98.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_3,unknown,64.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_4,unknown,31.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_5,unknown,38.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_6,unknown,132.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_7,unknown,71.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_8,unknown,205.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_9,unknown,121.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_10,unknown,65.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_12,unknown,171.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_14,unknown,214.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_18,unknown,136.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_19,unknown,63.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_20,unknown,86.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_21,unknown,49.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_23,unknown,69.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_25,unknown,63.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_27,unknown,42.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_28,unknown,60.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_30,unknown,230.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_31,unknown,93.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_33,unknown,79.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_35,Domain of unknown function (DUF4406),161.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_36,unknown,108.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_38,unknown,51.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_40,unknown,115.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_41,unknown,80.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_42,unknown,73.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_43,unknown,71.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_44,unknown,94.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_46,unknown,157.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_48,unknown,712.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_49,unknown,477.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_50,unknown,342.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_52,unknown,70.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_57,unknown,189.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_58,unknown,66.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_59,unknown,293.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_61,unknown,108.0
